# 	 sum(w) 	 sum(w^2n(z)) 	 sum(w^2)
#data	75392.8166	3.4034	19117.2441
#random	3411114.7851	132.7960	755194.0080
#	k	P(k)	P(k)+noise      n_modes
2.850995e-01	4.130273e+03	9.942836e+03	413618
2.866703e-01	4.113821e+03	9.926385e+03	420194
2.882411e-01	4.124937e+03	9.937500e+03	426266
2.898119e-01	4.080470e+03	9.893034e+03	427594
2.913827e-01	4.034879e+03	9.847442e+03	434402
2.929535e-01	4.010348e+03	9.822911e+03	438228
2.945243e-01	4.002641e+03	9.815204e+03	444688
2.960951e-01	3.964102e+03	9.776666e+03	444578
2.976659e-01	3.892026e+03	9.704589e+03	453538
2.992367e-01	3.819565e+03	9.632129e+03	455492
3.008075e-01	3.812106e+03	9.624669e+03	464560
3.023783e-01	3.781407e+03	9.593970e+03	464242
3.039491e-01	3.714131e+03	9.526694e+03	473250
3.055199e-01	3.715014e+03	9.527577e+03	476898
3.070907e-01	3.694925e+03	9.507488e+03	481858
3.086615e-01	3.712295e+03	9.524859e+03	486946
3.102323e-01	3.734044e+03	9.546607e+03	489114
3.118031e-01	3.706729e+03	9.519293e+03	496978
3.133739e-01	3.635368e+03	9.447931e+03	501490
3.149447e-01	3.576522e+03	9.389086e+03	506090
3.165155e-01	3.538815e+03	9.351378e+03	512082
3.180863e-01	3.517730e+03	9.330293e+03	515850
3.196571e-01	3.490769e+03	9.303333e+03	523370
3.212278e-01	3.450397e+03	9.262960e+03	524650
3.227986e-01	3.402049e+03	9.214613e+03	535210
3.243694e-01	3.410536e+03	9.223099e+03	536026
3.259402e-01	3.441133e+03	9.253696e+03	541724
3.275110e-01	3.377253e+03	9.189817e+03	546520
3.290818e-01	3.383867e+03	9.196430e+03	553714
3.306526e-01	3.364626e+03	9.177189e+03	558138
3.322234e-01	3.321695e+03	9.134258e+03	562812
3.337942e-01	3.250458e+03	9.063022e+03	568280
3.353650e-01	3.236978e+03	9.049541e+03	576818
3.369358e-01	3.198927e+03	9.011490e+03	578106
3.385066e-01	3.247376e+03	9.059940e+03	584298
3.400774e-01	3.229014e+03	9.041577e+03	590570
3.416482e-01	3.192294e+03	9.004857e+03	594978
3.432190e-01	3.118718e+03	8.931282e+03	602866
3.447898e-01	3.111464e+03	8.924027e+03	605442
3.463606e-01	3.110529e+03	8.923093e+03	612050
3.479314e-01	3.045357e+03	8.857921e+03	619258
3.495022e-01	3.068566e+03	8.881129e+03	622826
3.510730e-01	2.988357e+03	8.800920e+03	630058
3.526438e-01	2.952871e+03	8.765434e+03	633642
3.542146e-01	2.964569e+03	8.777132e+03	642002
3.557854e-01	2.960688e+03	8.773251e+03	643602
3.573562e-01	2.940172e+03	8.752735e+03	653762
3.589270e-01	2.915288e+03	8.727851e+03	657900
3.604978e-01	2.874466e+03	8.687029e+03	664024
3.620686e-01	2.849177e+03	8.661740e+03	667418
3.636393e-01	2.825918e+03	8.638481e+03	675122
3.652101e-01	2.802568e+03	8.615131e+03	681060
3.667809e-01	2.758212e+03	8.570775e+03	687776
3.683517e-01	2.752065e+03	8.564629e+03	691106
3.699225e-01	2.744705e+03	8.557268e+03	698642
3.714933e-01	2.774156e+03	8.586719e+03	704690
3.730641e-01	2.784348e+03	8.596911e+03	709018
3.746349e-01	2.723672e+03	8.536236e+03	713570
3.762057e-01	2.726992e+03	8.539556e+03	724874
3.777765e-01	2.728829e+03	8.541392e+03	727826
3.793473e-01	2.701137e+03	8.513701e+03	735210
3.809181e-01	2.698393e+03	8.510957e+03	740426
3.824889e-01	2.659918e+03	8.472481e+03	748090
3.840597e-01	2.622835e+03	8.435398e+03	754746
3.856305e-01	2.600169e+03	8.412732e+03	756202
3.872013e-01	2.575921e+03	8.388484e+03	763850
3.887721e-01	2.565551e+03	8.378115e+03	774442
3.903429e-01	2.514627e+03	8.327191e+03	776058
3.919137e-01	2.499877e+03	8.312440e+03	782980
3.934845e-01	2.502706e+03	8.315269e+03	789640
3.950553e-01	2.548428e+03	8.360991e+03	797818
3.966261e-01	2.529826e+03	8.342389e+03	801578
3.981969e-01	2.531883e+03	8.344446e+03	808020
3.997677e-01	2.541937e+03	8.354501e+03	817736
4.013385e-01	2.507306e+03	8.319869e+03	822162
